"V1"	"V2"
"608"	149055433	160.897509774917
"609"	149056184	160.897565892471
"610"	149075513	160.898967550544
"611"	149078697	160.899195803464
"612"	149638755	161.165085392915
"613"	149638762	161.165085529948
"614"	149639276	161.165095592119
"615"	149639653	161.165102972349
"616"	149640649	161.165122470253
"617"	149640653	161.165122548558
"618"	150086922	161.942419058332
"619"	150648744	162.08041240891
"620"	150648772	162.080412498011
"621"	150648846	162.080412733492
"622"	150648936	162.080413019889
"623"	150648947	162.080413054893
"624"	150649060	162.080413414479
"625"	150649068	162.080413439936
"626"	150649126	162.080413624503
"627"	150649300	162.080414178202
"628"	150649509	162.080414843278
"629"	150649514	162.080414859189
"630"	150650006	162.080416424821
"631"	150650010	162.08041643755
"632"	150650030	162.080416501193
"633"	150651254	162.080420396181
"634"	150750753	162.082348390113
"635"	150938060	162.090493113208
"636"	150959096	162.094888116533
"637"	150959212	162.095059793154
"638"	151015586	162.152957539792
"639"	151015616	162.152970567474
"640"	151015715	162.153013558824
"641"	151016072	162.153151090909
"642"	151026524	162.15548129633
"643"	151026574	162.155490180122
"644"	151036929	162.159221537528
"645"	151037145	162.159241680061
"646"	151044492	162.160125106091
"647"	151044532	162.160126483418
"648"	151051608	162.160370132487
"649"	151279387	162.221507613333
"650"	151351775	162.300563144417
"651"	151389152	162.3221603212
"652"	151389187	162.322160562223
"653"	151389203	162.322160672405
"654"	151918753	162.680417587995
"655"	151919654	162.681163752134
"656"	151922852	162.681334163934
"657"	151924914	162.681435365882
"658"	151924921	162.681435707639
"659"	151925841	162.681480624354
"660"	151926174	162.681496868914
"661"	151926778	162.681526277154
"662"	151927197	162.681546677903
"663"	151927304	162.68155188764
"664"	151927310	162.681552179775
"665"	151928964	162.681633156018
"666"	151929452	162.681657460259
"667"	152411159	162.841404289389
"668"	152431027	162.847024193548
"669"	152512541	162.892543909091
"670"	152513001	162.892548090909
"671"	152514790	162.892564914938
"672"	153204859	163.516611441875
"673"	153205578	163.517530304124
"674"	153291840	163.595112898514
"675"	153292559	163.595206245257
"676"	153292569	163.595207543543
"677"	153293495	163.5953277648
"678"	153293496	163.595327894629
"679"	153293566	163.595336982629
"680"	153295517	163.59548475
"681"	153296333	163.595488259259
"682"	153296372	163.595488419753
"683"	153296954	163.595490427184
"684"	153297181	163.59549117094
"685"	153299376	163.595499007299
"686"	153299932	163.595501036496
"687"	153300542	163.595503458685
"688"	153305899	163.596111448947
"689"	154082089	164.313182065557
"690"	154082196	164.313204723725
"691"	154082203	164.313206206035
"692"	154082229	164.313211711759
"693"	154082474	164.313263592612
"694"	154906780	165.635159993504
"695"	155080651	165.761573102102
"696"	155100811	165.776275068297
"697"	155111401	165.785091307204
"698"	155112857	165.785336813478
"699"	156491643	166.501877235458
"700"	156527555	166.512965188679
"701"	156527639	166.512973113208
"702"	156527695	166.512978396226
"703"	156529030	166.513104339623
"704"	156529690	166.513166603774
"705"	156635165	166.72541018951
"706"	157550118	168.448232271478
"707"	157550370	168.448637966667
"708"	157550869	168.449642812048
"709"	157676358	168.485896450378
"710"	157676383	168.48590323301
"711"	157676481	168.485929820928
"712"	157676508	168.48593714617
"713"	157676534	168.485944200108
"714"	157676589	168.485959121899
"715"	157676603	168.485962920173
"716"	157676727	168.485996562028
"717"	157676841	168.486027490831
"718"	157676964	168.486060861381
"719"	157677002	168.486071170982
"720"	157771725	168.509110458333
"721"	157771921	168.509406525253
"722"	158063325	169.166116730061
"723"	158066353	169.167526779434
"724"	158069307	169.171147860465
"725"	158069452	169.172195527616
"726"	158069734	169.174233059593
"727"	158069737	169.174254735465
"728"	158071620	169.19211628381
"729"	158585423	169.624354562218
"730"	158585432	169.624364194713
"731"	158585453	169.624386670535
"732"	158585459	169.624393092199
"733"	158585505	169.624442324952
"734"	158587677	169.626767885321
"735"	158587689	169.626782598296
"736"	158588123	169.627314717562
"737"	158589363	169.628306586854
"738"	158589387	169.628307638498
"739"	158590666	169.628363682316
"740"	158592291	169.628434821208
"741"	159284180	170.691836477506
"742"	159284415	170.691854063252
"743"	159397092	170.706895364653
"744"	159399401	170.706931849148
"745"	159399445	170.706932545012
"746"	159427578	170.710563928579
"747"	159427662	170.710570535923
"748"	159427668	170.710571007877
"749"	159427821	170.710583042682
"750"	159427908	170.710589886003
"751"	159427975	170.710595156147
"752"	159428580	170.710642744758
"753"	159429661	170.710727774987
"754"	159431912	170.714052305239
"755"	159432048	170.714075230068
"756"	159432994	170.714232740478
"757"	159434457	170.714475362432
"758"	159434628	170.714503720842
"759"	159434769	170.714527104093
"760"	160813232	173.536681080449
"761"	160824029	173.538240504587
"762"	160826738	173.539064670032
"763"	160826833	173.539066288328
"764"	160835694	173.544594007627
"765"	161003740	173.668822797067
"766"	161012597	173.67160207619
"767"	163780403	177.176943918403
"768"	163780425	177.176944109375
"769"	163799370	177.178043561562
"770"	163799571	177.178099093093
"771"	163799572	177.178099369369
"772"	163799633	177.178116222222
"773"	163799652	177.178121471471
"774"	165361787	180.390404252642
"775"	166419773	181.643418375224
"776"	166420643	181.643732608696
"777"	166964797	182.12227652512
"778"	167785673	184.242272314528
"779"	168039941	184.418851694504
"780"	168090145	184.4354994
"781"	168090342	184.435518991228
"782"	168090728	184.435556236842
"783"	168106095	184.452510458426
"784"	168114444	184.456894311819
"785"	170768266	187.737173045643
"786"	170768479	187.73721802213
"787"	170768963	187.737320222222
"788"	170769102	187.737349573075
"789"	170787315	187.741757110234
"790"	170811338	187.747343527132
"791"	170814088	187.747424161572
"792"	170824803	187.748314596078
"793"	170824836	187.748316763725
"794"	170824867	187.7483188
"795"	170825217	187.748341790196
"796"	170825420	187.74835512451
"797"	170826796	187.748366579646
"798"	170838489	187.753557710761
"799"	170845756	187.753949114645
"800"	171741052	188.959947411765
"801"	171742639	188.960875482277
"802"	171742715	188.960890545681
"803"	171742720	188.960891536695
"804"	171753410	188.963893327845
"805"	171760668	188.964366479042
"806"	171769427	188.965864367223
"807"	171769454	188.965864510622
"808"	171783494	188.96744937746
"809"	171783526	188.967449520572
"810"	171783538	188.96744957424
"811"	171784163	188.96745236941
"812"	171784170	188.967452400716
"813"	171793143	188.970201147727
"814"	171819326	189.001831589935
"815"	171823493	189.00220060441
"816"	171837441	189.002756750563
"817"	175259176	190.75509269724
"818"	177343732	193.12506906752
"819"	177357374	193.126366367713
"820"	177378768	193.127057110092
"821"	177579375	193.305365067007
"822"	177871487	193.746059194044
"823"	194908856	207.345763941627
"824"	194920947	207.356314689416
"825"	194925860	207.356898085294
"826"	195337438	207.516601151171
"827"	195379156	207.520609288494
"828"	195564203	207.564941015106
"829"	195564279	207.564945492447
"830"	195564420	207.564953799094
"831"	195564704	207.564970530211
"832"	195592703	207.655136727273
"833"	195656991	207.659344199095
"834"	195657051	207.659346099548
"835"	195663476	207.660134988593
"836"	195663584	207.660138290152
"837"	195670793	207.660431968182
"838"	195670933	207.660735115909
"839"	196488886	208.454963783972
"840"	199704360	210.263725802996
"841"	199704381	210.263751044946
"842"	200358955	211.066262380008
"843"	200358982	211.06626261694
"844"	200358983	211.066262625715
"845"	200359017	211.066262924075
"846"	200359038	211.066263108356
"847"	200359125	211.066263871805
"848"	200359203	211.066264556276
"849"	200363534	211.067026606925
"850"	200363974	211.067033238289
"851"	201144852	212.08670736
"852"	201155570	212.090426038298
"853"	201731935	213.599627951349
"854"	201732801	213.600499021378
"855"	201734436	213.603647830717
"856"	201734463	213.60368132343
"857"	201734561	213.603802889574
"858"	201734572	213.603816534753
"859"	201735473	213.604934198991
"860"	201735485	213.604949084641
"861"	201738721	213.608929022889
"862"	201738735	213.609009409629
"863"	202660645	214.7655510116
"864"	202660646	214.76555109517
"865"	202660696	214.765555273674
"866"	202660704	214.765555942235
"867"	202663410	214.765782128784
"868"	202663453	214.765785724171
"869"	202665684	214.765972731554
"870"	202665687	214.765972985871
"871"	202667467	214.766123880691
"872"	202667476	214.766124643642
"873"	202667497	214.766128837929
"874"	202667509	214.766135648958
"875"	202668015	214.766422847344
"876"	202669123	214.766992460177
"877"	202670282	214.767276136364
"878"	202670312	214.767288551724
"879"	202674758	214.768488553192
"880"	202678357	214.774076768
"881"	202679181	214.775337721076
"882"	202681808	214.776433171351
"883"	202681829	214.776437495524
"884"	202683196	214.776718978555
"885"	202691651	214.783628582996
"886"	202692802	214.783694726619
"887"	202693569	214.78370576259
"888"	202699879	214.783727522984
"889"	202700274	214.783728550737
"890"	202704695	214.783740101582
"891"	202704957	214.783740756037
"892"	202704963	214.783740771024
"893"	202705167	214.783741280599
"894"	202705266	214.783741527893
"895"	202705331	214.783741690258
"896"	202853670	214.897726421229
"897"	202853796	214.89774838324
"898"	202853797	214.897748557542
"899"	202853863	214.897760061453
"900"	202854192	214.897817406704
"901"	202854212	214.897820892737
"902"	202854385	214.897851046927
"903"	202854581	214.897885490953
"904"	202854709	214.897908188179
"905"	202854757	214.897916699638
"906"	202854763	214.897917763571
"907"	202855526	214.898053060314
"908"	202855527	214.898053237636
"909"	202855690	214.898082141134
"910"	202855724	214.898088170084
"911"	203539524	216.453755887654
"912"	203539540	216.453910914252
